,Accident Date,Injury.Severity,Number.of.Engines
69329,2010-12-09,Non-Fatal,1.0
69330,2010-12-09,Non-Fatal,2.0
69331,2010-12-09,Fatal,1.0
69333,2010-12-09,Fatal,2.0
69334,2010-12-10,Non-Fatal,1.0
69335,2010-12-10,Non-Fatal,1.0
69336,2010-12-10,Non-Fatal,2.0
69338,2010-12-11,Non-Fatal,1.0
69339,2010-12-11,Non-Fatal,1.0
69340,2010-12-11,Non-Fatal,0.0
69341,2010-12-11,Non-Fatal,1.0
69342,2010-12-12,Non-Fatal,4.0
69343,2010-12-12,Non-Fatal,1.0
69344,2010-12-13,Non-Fatal,1.0
69345,2010-12-13,Fatal,1.0
69346,2010-12-13,Non-Fatal,2.0
69347,2010-12-13,Non-Fatal,2.0
69348,2010-12-13,Non-Fatal,1.0
69349,2010-12-13,Non-Fatal,2.0
69350,2010-12-14,Fatal,2.0
69351,2010-12-15,Fatal,2.0
69352,2010-12-16,Non-Fatal,1.0
69353,2010-12-16,Non-Fatal,1.0
69354,2010-12-17,Non-Fatal,2.0
69355,2010-12-18,Fatal,1.0
69356,2010-12-18,Non-Fatal,1.0
69357,2010-12-18,Non-Fatal,2.0
69358,2010-12-18,Non-Fatal,1.0
69359,2010-12-18,Non-Fatal,1.0
69360,2010-12-19,Non-Fatal,1.0
69361,2010-12-19,Non-Fatal,1.0
69363,2010-12-20,Fatal,2.0
69364,2010-12-21,Non-Fatal,1.0
69365,2010-12-21,Non-Fatal,2.0
69366,2010-12-21,Fatal,1.0
69368,2010-12-22,Fatal,1.0
69369,2010-12-22,Fatal,1.0
69370,2010-12-22,Non-Fatal,1.0
69371,2010-12-22,Fatal,1.0
69372,2010-12-22,Non-Fatal,1.0
69373,2010-12-22,Non-Fatal,1.0
69374,2010-12-22,Fatal,1.0
69375,2010-12-22,Non-Fatal,2.0
69376,2010-12-23,Fatal,1.0
69377,2010-12-23,Non-Fatal,1.0
69378,2010-12-23,Non-Fatal,1.0
69379,2010-12-23,Non-Fatal,1.0
69380,2010-12-24,Non-Fatal,1.0
69381,2010-12-24,Non-Fatal,1.0
69382,2010-12-24,Non-Fatal,1.0
69383,2010-12-25,Non-Fatal,1.0
69384,2010-12-25,Non-Fatal,1.0
69385,2010-12-25,Non-Fatal,2.0
69386,2010-12-27,Fatal,1.0
69387,2010-12-27,Non-Fatal,1.0
69388,2010-12-28,Non-Fatal,2.0
69390,2010-12-29,Non-Fatal,1.0
69391,2010-12-29,Non-Fatal,2.0
69392,2010-12-29,Non-Fatal,2.0
69394,2010-12-30,Fatal,1.0
69395,2010-12-30,Non-Fatal,1.0
69396,2010-12-31,Fatal,1.0
69397,2010-12-31,Non-Fatal,1.0
69398,2010-12-31,Non-Fatal,1.0
69399,2010-12-31,Non-Fatal,1.0
69400,2010-12-31,Non-Fatal,1.0
69402,2011-01-01,Fatal,2.0
69403,2011-01-01,Non-Fatal,1.0
69404,2011-01-02,Non-Fatal,1.0
69405,2011-01-02,Non-Fatal,1.0
69406,2011-01-02,Non-Fatal,1.0
69407,2011-01-02,Non-Fatal,1.0
69408,2011-01-02,Non-Fatal,2.0
69409,2011-01-03,Non-Fatal,1.0
69410,2011-01-03,Non-Fatal,2.0
69411,2011-01-03,Fatal,1.0
69412,2011-01-03,Non-Fatal,2.0
69413,2011-01-04,Fatal,1.0
69414,2011-01-04,Non-Fatal,1.0
69415,2011-01-04,Non-Fatal,1.0
69416,2011-01-05,Fatal,1.0
69417,2011-01-05,Non-Fatal,1.0
69418,2011-01-05,Non-Fatal,1.0
69419,2011-01-06,Fatal,2.0
69420,2011-01-06,Non-Fatal,2.0
69421,2011-01-06,Non-Fatal,1.0
69422,2011-01-06,Non-Fatal,1.0
69423,2011-01-06,Non-Fatal,1.0
69424,2011-01-06,Non-Fatal,1.0
69425,2011-01-07,Fatal,1.0
69426,2011-01-07,Non-Fatal,1.0
69427,2011-01-07,Fatal,2.0
69429,2011-01-09,Non-Fatal,1.0
69430,2011-01-09,Non-Fatal,2.0
69431,2011-01-09,Non-Fatal,1.0
69432,2011-01-09,Fatal,1.0
69433,2011-01-09,Fatal,1.0
69434,2011-01-09,Non-Fatal,1.0
69436,2011-01-10,Fatal,1.0
69437,2011-01-10,Fatal,1.0
69439,2011-01-10,Non-Fatal,2.0
69440,2011-01-11,Fatal,1.0
69442,2011-01-12,Non-Fatal,1.0
69444,2011-01-13,Non-Fatal,1.0
69445,2011-01-14,Non-Fatal,1.0
69446,2011-01-14,Non-Fatal,1.0
69447,2011-01-14,Non-Fatal,1.0
69448,2011-01-14,Non-Fatal,1.0
69449,2011-01-14,Fatal,2.0
69450,2011-01-14,Non-Fatal,1.0
69451,2011-01-14,Non-Fatal,2.0
69453,2011-01-15,Non-Fatal,1.0
69454,2011-01-15,Non-Fatal,1.0
69455,2011-01-15,Non-Fatal,1.0
69456,2011-01-16,Non-Fatal,2.0
69457,2011-01-17,Non-Fatal,1.0
69458,2011-01-17,Non-Fatal,2.0
69460,2011-01-18,Fatal,1.0
69461,2011-01-18,Non-Fatal,1.0
69462,2011-01-19,Non-Fatal,1.0
69463,2011-01-19,Non-Fatal,2.0
69464,2011-01-19,Non-Fatal,1.0
69465,2011-01-20,Non-Fatal,1.0
69466,2011-01-20,Non-Fatal,1.0
69468,2011-01-21,Non-Fatal,1.0
69469,2011-01-21,Non-Fatal,1.0
69470,2011-01-21,Non-Fatal,1.0
69472,2011-01-22,Fatal,1.0
69473,2011-01-22,Non-Fatal,1.0
69474,2011-01-22,Non-Fatal,1.0
69475,2011-01-24,Non-Fatal,1.0
69476,2011-01-24,Non-Fatal,1.0
69477,2011-01-24,Non-Fatal,1.0
69478,2011-01-25,Non-Fatal,1.0
69479,2011-01-25,Non-Fatal,1.0
69480,2011-01-25,Non-Fatal,1.0
69481,2011-01-26,Non-Fatal,1.0
69482,2011-01-26,Non-Fatal,1.0
69483,2011-01-26,Non-Fatal,1.0
69484,2011-01-26,Non-Fatal,1.0
69485,2011-01-26,Non-Fatal,1.0
69486,2011-01-27,Fatal,1.0
69487,2011-01-28,Non-Fatal,1.0
69488,2011-01-28,Non-Fatal,1.0
69489,2011-01-28,Non-Fatal,1.0
69490,2011-01-28,Non-Fatal,1.0
69491,2011-01-28,Fatal,2.0
69492,2011-01-29,Non-Fatal,1.0
69493,2011-01-29,Fatal,1.0
69494,2011-01-29,Non-Fatal,1.0
69495,2011-01-29,Non-Fatal,0.0
69496,2011-01-29,Non-Fatal,1.0
69497,2011-01-29,Non-Fatal,1.0
69498,2011-01-29,Non-Fatal,1.0
69499,2011-01-29,Non-Fatal,1.0
69500,2011-01-29,Non-Fatal,1.0
69501,2011-01-30,Non-Fatal,1.0
69502,2011-01-30,Non-Fatal,2.0
69503,2011-01-30,Non-Fatal,1.0
69504,2011-01-30,Fatal,1.0
69505,2011-01-30,Non-Fatal,1.0
69506,2011-01-30,Non-Fatal,1.0
69507,2011-01-30,Non-Fatal,1.0
69508,2011-01-30,Non-Fatal,1.0
69509,2011-01-30,Non-Fatal,2.0
69510,2011-01-31,Non-Fatal,1.0
69511,2011-01-31,Fatal,1.0
69512,2011-01-31,Fatal,1.0
69513,2011-02-01,Non-Fatal,1.0
69514,2011-02-01,Non-Fatal,2.0
69515,2011-02-02,Fatal,2.0
69516,2011-02-03,Fatal,1.0
69517,2011-02-03,Non-Fatal,2.0
69518,2011-02-04,Non-Fatal,1.0
69519,2011-02-04,Non-Fatal,1.0
69520,2011-02-04,Fatal,1.0
69522,2011-02-05,Non-Fatal,1.0
69523,2011-02-05,Non-Fatal,1.0
69524,2011-02-05,Non-Fatal,1.0
69525,2011-02-05,Non-Fatal,1.0
69526,2011-02-05,Fatal,2.0
69527,2011-02-05,Fatal,1.0
69528,2011-02-05,Non-Fatal,1.0
69529,2011-02-06,Non-Fatal,2.0
69530,2011-02-06,Non-Fatal,1.0
69531,2011-02-06,Non-Fatal,1.0
69532,2011-02-06,Non-Fatal,2.0
69533,2011-02-06,Non-Fatal,1.0
69534,2011-02-07,Non-Fatal,2.0
69535,2011-02-07,Non-Fatal,1.0
69536,2011-02-07,Non-Fatal,1.0
69537,2011-02-08,Non-Fatal,1.0
69538,2011-02-08,Non-Fatal,1.0
69540,2011-02-09,Non-Fatal,1.0
69541,2011-02-09,Non-Fatal,2.0
69542,2011-02-09,Non-Fatal,2.0
69543,2011-02-09,Fatal,1.0
69544,2011-02-10,Fatal,2.0
69545,2011-02-10,Non-Fatal,1.0
69546,2011-02-10,Non-Fatal,1.0
69547,2011-02-10,Non-Fatal,2.0
69549,2011-02-11,Non-Fatal,2.0
69550,2011-02-11,Non-Fatal,1.0
69551,2011-02-11,Non-Fatal,1.0
69553,2011-02-12,Non-Fatal,1.0
69554,2011-02-12,Non-Fatal,1.0
69555,2011-02-12,Non-Fatal,1.0
69556,2011-02-12,Fatal,2.0
69557,2011-02-12,Non-Fatal,1.0
69558,2011-02-12,Non-Fatal,1.0
69559,2011-02-13,Fatal,1.0
69560,2011-02-13,Non-Fatal,1.0
69561,2011-02-13,Non-Fatal,1.0
69562,2011-02-14,Non-Fatal,1.0
69563,2011-02-14,Non-Fatal,1.0
69564,2011-02-14,Non-Fatal,1.0
69565,2011-02-14,Non-Fatal,1.0
69566,2011-02-14,Non-Fatal,2.0
69567,2011-02-14,Non-Fatal,2.0
69568,2011-02-14,Non-Fatal,1.0
69569,2011-02-14,Non-Fatal,1.0
69570,2011-02-15,Non-Fatal,2.0
69571,2011-02-15,Fatal,1.0
69572,2011-02-15,Non-Fatal,1.0
69573,2011-02-15,Fatal,1.0
69574,2011-02-15,Non-Fatal,1.0
69575,2011-02-15,Non-Fatal,2.0
69577,2011-02-16,Fatal,1.0
69578,2011-02-16,Non-Fatal,1.0
69579,2011-02-17,Non-Fatal,1.0
69580,2011-02-17,Non-Fatal,1.0
69581,2011-02-17,Non-Fatal,1.0
69582,2011-02-18,Fatal,1.0
69583,2011-02-18,Non-Fatal,1.0
69584,2011-02-18,Fatal,1.0
69585,2011-02-18,Non-Fatal,1.0
69588,2011-02-19,Non-Fatal,2.0
69589,2011-02-19,Fatal,1.0
69590,2011-02-19,Non-Fatal,1.0
69591,2011-02-20,Non-Fatal,1.0
69592,2011-02-21,Non-Fatal,2.0
69593,2011-02-21,Non-Fatal,2.0
69594,2011-02-22,Non-Fatal,2.0
69595,2011-02-22,Non-Fatal,2.0
69596,2011-02-22,Non-Fatal,2.0
69597,2011-02-22,Fatal,2.0
69598,2011-02-23,Non-Fatal,1.0
69600,2011-02-23,Non-Fatal,1.0
69601,2011-02-23,Non-Fatal,1.0
69603,2011-02-23,Non-Fatal,1.0
69604,2011-02-24,Non-Fatal,1.0
69605,2011-02-24,Non-Fatal,1.0
69606,2011-02-24,Non-Fatal,1.0
69607,2011-02-24,Fatal,2.0
69608,2011-02-24,Non-Fatal,1.0
69609,2011-02-25,Non-Fatal,1.0
69610,2011-02-25,Non-Fatal,2.0
69611,2011-02-25,Non-Fatal,2.0
69612,2011-02-26,Fatal,1.0
69613,2011-02-26,Fatal,1.0
69614,2011-02-26,Non-Fatal,1.0
69615,2011-02-26,Non-Fatal,1.0
69616,2011-02-26,Non-Fatal,1.0
69617,2011-02-26,Non-Fatal,1.0
69618,2011-02-26,Non-Fatal,1.0
69619,2011-02-26,Non-Fatal,1.0
69621,2011-02-27,Non-Fatal,2.0
69622,2011-02-27,Fatal,1.0
69623,2011-02-27,Non-Fatal,1.0
69624,2011-02-27,Non-Fatal,1.0
69625,2011-02-27,Non-Fatal,1.0
69626,2011-02-27,Non-Fatal,1.0
69627,2011-02-27,Non-Fatal,1.0
69628,2011-02-27,Fatal,2.0
69630,2011-02-28,Non-Fatal,2.0
69631,2011-03-01,Non-Fatal,1.0
69632,2011-03-01,Non-Fatal,1.0
69634,2011-03-02,Non-Fatal,1.0
69635,2011-03-02,Non-Fatal,1.0
69636,2011-03-02,Non-Fatal,1.0
69637,2011-03-02,Non-Fatal,1.0
69638,2011-03-02,Non-Fatal,1.0
69639,2011-03-03,Non-Fatal,1.0
69640,2011-03-03,Non-Fatal,1.0
69641,2011-03-04,Non-Fatal,1.0
69642,2011-03-04,Non-Fatal,1.0
69643,2011-03-04,Non-Fatal,1.0
69644,2011-03-04,Non-Fatal,2.0
69646,2011-03-04,Non-Fatal,1.0
69647,2011-03-05,Non-Fatal,1.0
69648,2011-03-05,Non-Fatal,1.0
69649,2011-03-05,Non-Fatal,1.0
69651,2011-03-06,Non-Fatal,1.0
69653,2011-03-07,Fatal,1.0
69654,2011-03-07,Non-Fatal,1.0
69655,2011-03-07,Non-Fatal,1.0
69656,2011-03-07,Fatal,1.0
69657,2011-03-08,Fatal,2.0
69658,2011-03-08,Non-Fatal,1.0
69659,2011-03-08,Fatal,1.0
69660,2011-03-08,Non-Fatal,1.0
69661,2011-03-08,Non-Fatal,1.0
69662,2011-03-09,Non-Fatal,1.0
69664,2011-03-10,Non-Fatal,1.0
69665,2011-03-10,Non-Fatal,2.0
69666,2011-03-10,Non-Fatal,1.0
69667,2011-03-11,Non-Fatal,1.0
69668,2011-03-11,Non-Fatal,1.0
69669,2011-03-11,Non-Fatal,2.0
69670,2011-03-11,Non-Fatal,1.0
69671,2011-03-11,Fatal,2.0
69672,2011-03-11,Non-Fatal,1.0
69673,2011-03-11,Non-Fatal,1.0
69674,2011-03-11,Fatal,1.0
69675,2011-03-11,Non-Fatal,2.0
69676,2011-03-12,Non-Fatal,1.0
69677,2011-03-12,Non-Fatal,1.0
69678,2011-03-12,Non-Fatal,1.0
69679,2011-03-12,Non-Fatal,1.0
69680,2011-03-12,Non-Fatal,2.0
69682,2011-03-13,Non-Fatal,2.0
69683,2011-03-14,Non-Fatal,0.0
69684,2011-03-14,Fatal,1.0
69685,2011-03-14,Non-Fatal,2.0
69686,2011-03-14,Non-Fatal,2.0
69687,2011-03-15,Non-Fatal,1.0
69688,2011-03-15,Non-Fatal,1.0
69689,2011-03-15,Non-Fatal,1.0
69690,2011-03-15,Non-Fatal,1.0
69691,2011-03-15,Non-Fatal,1.0
69692,2011-03-16,Fatal,2.0
69693,2011-03-16,Non-Fatal,1.0
69694,2011-03-16,Non-Fatal,1.0
69695,2011-03-17,Non-Fatal,2.0
69696,2011-03-17,Non-Fatal,1.0
69697,2011-03-17,Non-Fatal,2.0
69698,2011-03-17,Non-Fatal,1.0
69699,2011-03-17,Non-Fatal,1.0
69700,2011-03-17,Non-Fatal,1.0
69701,2011-03-18,Non-Fatal,2.0
69702,2011-03-18,Non-Fatal,1.0
69703,2011-03-19,Fatal,2.0
69704,2011-03-19,Non-Fatal,1.0
69705,2011-03-19,Non-Fatal,1.0
69706,2011-03-19,Non-Fatal,1.0
69707,2011-03-19,Non-Fatal,1.0
69708,2011-03-19,Non-Fatal,1.0
69709,2011-03-19,Non-Fatal,1.0
69710,2011-03-19,Non-Fatal,1.0
69711,2011-03-19,Non-Fatal,1.0
69713,2011-03-19,Non-Fatal,1.0
69714,2011-03-19,Non-Fatal,1.0
69715,2011-03-19,Non-Fatal,1.0
69716,2011-03-19,Non-Fatal,1.0
69717,2011-03-19,Non-Fatal,1.0
69718,2011-03-19,Fatal,1.0
69720,2011-03-20,Non-Fatal,1.0
69721,2011-03-20,Non-Fatal,1.0
69722,2011-03-20,Fatal,1.0
69723,2011-03-20,Non-Fatal,1.0
69724,2011-03-20,Fatal,1.0
69725,2011-03-20,Non-Fatal,1.0
69726,2011-03-20,Fatal,0.0
69727,2011-03-21,Non-Fatal,1.0
69728,2011-03-21,Non-Fatal,1.0
69729,2011-03-22,Non-Fatal,1.0
69730,2011-03-23,Non-Fatal,1.0
69731,2011-03-23,Non-Fatal,2.0
69733,2011-03-23,Non-Fatal,1.0
69734,2011-03-23,Non-Fatal,2.0
69735,2011-03-24,Fatal,1.0
69736,2011-03-24,Non-Fatal,0.0
69737,2011-03-24,Fatal,1.0
69738,2011-03-24,Fatal,1.0
69739,2011-03-24,Non-Fatal,1.0
69740,2011-03-24,Non-Fatal,2.0
69741,2011-03-25,Fatal,1.0
69742,2011-03-25,Non-Fatal,1.0
69743,2011-03-25,Non-Fatal,1.0
69744,2011-03-25,Non-Fatal,1.0
69745,2011-03-25,Non-Fatal,1.0
69746,2011-03-25,Non-Fatal,1.0
69747,2011-03-26,Fatal,1.0
69748,2011-03-26,Non-Fatal,1.0
69749,2011-03-26,Non-Fatal,2.0
69750,2011-03-26,Non-Fatal,1.0
69751,2011-03-26,Non-Fatal,2.0
69752,2011-03-27,Fatal,1.0
69753,2011-03-27,Non-Fatal,1.0
69754,2011-03-27,Non-Fatal,2.0
69755,2011-03-28,Non-Fatal,2.0
69756,2011-03-29,Fatal,1.0
69757,2011-03-29,Fatal,1.0
69758,2011-03-29,Non-Fatal,1.0
69759,2011-03-29,Non-Fatal,1.0
69760,2011-03-30,Fatal,1.0
69761,2011-03-30,Fatal,2.0
69762,2011-03-30,Fatal,2.0
69763,2011-03-30,Non-Fatal,2.0
69764,2011-03-30,Non-Fatal,2.0
69765,2011-03-31,Non-Fatal,1.0
69766,2011-03-31,Non-Fatal,1.0
69767,2011-03-31,Non-Fatal,1.0
69768,2011-03-31,Non-Fatal,1.0
69770,2011-04-01,Non-Fatal,2.0
69771,2011-04-01,Non-Fatal,1.0
69772,2011-04-01,Non-Fatal,1.0
69773,2011-04-01,Non-Fatal,1.0
69774,2011-04-01,Non-Fatal,1.0
69775,2011-04-01,Non-Fatal,1.0
69776,2011-04-01,Non-Fatal,1.0
69777,2011-04-01,Non-Fatal,2.0
69778,2011-04-01,Fatal,0.0
69779,2011-04-01,Non-Fatal,1.0
69780,2011-04-01,Fatal,1.0
69781,2011-04-02,Fatal,2.0
69782,2011-04-02,Non-Fatal,1.0
69783,2011-04-02,Non-Fatal,1.0
69784,2011-04-02,Non-Fatal,1.0
69785,2011-04-02,Non-Fatal,1.0
69786,2011-04-02,Fatal,2.0
69787,2011-04-02,Non-Fatal,2.0
69788,2011-04-02,Non-Fatal,1.0
69789,2011-04-03,Fatal,1.0
69790,2011-04-03,Fatal,1.0
69791,2011-04-03,Fatal,1.0
69792,2011-04-03,Fatal,1.0
69793,2011-04-03,Non-Fatal,1.0
69794,2011-04-03,Non-Fatal,2.0
69795,2011-04-03,Non-Fatal,2.0
69796,2011-04-04,Non-Fatal,2.0
69797,2011-04-04,Fatal,1.0
69798,2011-04-04,Non-Fatal,1.0
69799,2011-04-04,Non-Fatal,1.0
69800,2011-04-04,Non-Fatal,2.0
69801,2011-04-05,Non-Fatal,1.0
69802,2011-04-06,Non-Fatal,1.0
69803,2011-04-06,Non-Fatal,1.0
69804,2011-04-06,Fatal,1.0
69805,2011-04-06,Non-Fatal,1.0
69806,2011-04-06,Non-Fatal,1.0
69807,2011-04-06,Non-Fatal,1.0
69809,2011-04-06,Non-Fatal,1.0
69810,2011-04-07,Non-Fatal,1.0
69811,2011-04-07,Non-Fatal,2.0
69812,2011-04-07,Non-Fatal,1.0
69813,2011-04-07,Non-Fatal,1.0
69814,2011-04-08,Non-Fatal,1.0
69815,2011-04-08,Non-Fatal,1.0
69816,2011-04-08,Non-Fatal,2.0
69817,2011-04-08,Fatal,1.0
69818,2011-04-08,Non-Fatal,2.0
69819,2011-04-09,Non-Fatal,1.0
69820,2011-04-09,Non-Fatal,1.0
69821,2011-04-09,Non-Fatal,1.0
69822,2011-04-09,Non-Fatal,1.0
69823,2011-04-09,Non-Fatal,1.0
69824,2011-04-10,Fatal,2.0
69825,2011-04-10,Fatal,0.0
69826,2011-04-10,Fatal,2.0
69827,2011-04-10,Non-Fatal,1.0
69829,2011-04-10,Non-Fatal,1.0
69830,2011-04-10,Non-Fatal,1.0
69831,2011-04-10,Non-Fatal,1.0
69832,2011-04-10,Non-Fatal,2.0
69833,2011-04-10,Non-Fatal,1.0
69834,2011-04-10,Non-Fatal,1.0
69835,2011-04-10,Non-Fatal,1.0
69836,2011-04-11,Non-Fatal,1.0
69837,2011-04-11,Non-Fatal,2.0
69838,2011-04-11,Non-Fatal,1.0
69839,2011-04-11,Non-Fatal,2.0
69840,2011-04-11,Fatal,1.0
69841,2011-04-12,Non-Fatal,1.0
69842,2011-04-12,Non-Fatal,4.0
69844,2011-04-12,Non-Fatal,2.0
69845,2011-04-12,Non-Fatal,1.0
69846,2011-04-12,Non-Fatal,1.0
69847,2011-04-12,Non-Fatal,2.0
69848,2011-04-13,Non-Fatal,1.0
69849,2011-04-13,Non-Fatal,1.0
69850,2011-04-13,Non-Fatal,1.0
69851,2011-04-13,Non-Fatal,1.0
69853,2011-04-13,Non-Fatal,1.0
69855,2011-04-14,Non-Fatal,1.0
69856,2011-04-14,Non-Fatal,1.0
69857,2011-04-14,Non-Fatal,1.0
69858,2011-04-14,Non-Fatal,1.0
69859,2011-04-14,Non-Fatal,1.0
69860,2011-04-14,Non-Fatal,1.0
69862,2011-04-15,Fatal,2.0
69863,2011-04-15,Non-Fatal,1.0
69864,2011-04-15,Non-Fatal,1.0
69865,2011-04-16,Non-Fatal,1.0
69866,2011-04-16,Non-Fatal,1.0
69867,2011-04-16,Non-Fatal,1.0
69868,2011-04-16,Non-Fatal,1.0
69869,2011-04-17,Non-Fatal,2.0
69870,2011-04-17,Non-Fatal,1.0
69871,2011-04-17,Non-Fatal,2.0
69872,2011-04-17,Fatal,1.0
69873,2011-04-17,Non-Fatal,1.0
69875,2011-04-18,Fatal,1.0
69876,2011-04-19,Non-Fatal,1.0
69877,2011-04-19,Non-Fatal,1.0
69879,2011-04-21,Non-Fatal,1.0
69880,2011-04-21,Non-Fatal,1.0
69881,2011-04-21,Fatal,1.0
69882,2011-04-21,Non-Fatal,1.0
69883,2011-04-21,Fatal,2.0
69884,2011-04-21,Non-Fatal,2.0
69885,2011-04-22,Fatal,2.0
69886,2011-04-22,Non-Fatal,1.0
69887,2011-04-22,Non-Fatal,1.0
69888,2011-04-23,Non-Fatal,1.0
69889,2011-04-23,Non-Fatal,1.0
69890,2011-04-23,Fatal,1.0
69891,2011-04-23,Fatal,1.0
69892,2011-04-23,Non-Fatal,1.0
69893,2011-04-23,Non-Fatal,1.0
69895,2011-04-23,Fatal,1.0
69896,2011-04-23,Non-Fatal,1.0
69898,2011-04-23,Non-Fatal,1.0
69899,2011-04-23,Non-Fatal,1.0
69900,2011-04-24,Non-Fatal,1.0
69901,2011-04-24,Non-Fatal,0.0
69902,2011-04-24,Non-Fatal,1.0
69903,2011-04-24,Non-Fatal,1.0
69904,2011-04-24,Fatal,2.0
69905,2011-04-25,Non-Fatal,1.0
69906,2011-04-25,Non-Fatal,2.0
69907,2011-04-25,Non-Fatal,1.0
69909,2011-04-26,Non-Fatal,2.0
69910,2011-04-26,Fatal,1.0
69911,2011-04-27,Non-Fatal,1.0
69912,2011-04-27,Non-Fatal,1.0
69913,2011-04-27,Non-Fatal,1.0
69914,2011-04-27,Non-Fatal,1.0
69915,2011-04-28,Non-Fatal,1.0
69916,2011-04-28,Fatal,1.0
69917,2011-04-28,Non-Fatal,1.0
69918,2011-04-29,Fatal,1.0
69919,2011-04-29,Non-Fatal,1.0
69920,2011-04-29,Non-Fatal,1.0
69921,2011-04-30,Non-Fatal,1.0
69922,2011-04-30,Non-Fatal,1.0
69923,2011-04-30,Non-Fatal,1.0
69924,2011-04-30,Non-Fatal,1.0
69925,2011-04-30,Non-Fatal,1.0
69926,2011-05-01,Fatal,1.0
69927,2011-05-01,Fatal,1.0
69928,2011-05-01,Non-Fatal,1.0
69929,2011-05-01,Non-Fatal,1.0
69930,2011-05-01,Non-Fatal,1.0
69931,2011-05-02,Non-Fatal,2.0
69932,2011-05-02,Non-Fatal,1.0
69933,2011-05-02,Fatal,2.0
69934,2011-05-03,Non-Fatal,1.0
69935,2011-05-03,Fatal,1.0
69936,2011-05-03,Non-Fatal,1.0
69937,2011-05-03,Non-Fatal,1.0
69938,2011-05-03,Non-Fatal,1.0
69939,2011-05-03,Non-Fatal,1.0
69940,2011-05-03,Non-Fatal,1.0
69941,2011-05-03,Non-Fatal,1.0
69942,2011-05-03,Non-Fatal,1.0
69943,2011-05-04,Non-Fatal,1.0
69944,2011-05-04,Fatal,1.0
69945,2011-05-04,Non-Fatal,1.0
69946,2011-05-04,Non-Fatal,1.0
69947,2011-05-04,Non-Fatal,1.0
69948,2011-05-05,Non-Fatal,4.0
69949,2011-05-05,Non-Fatal,1.0
69950,2011-05-05,Non-Fatal,1.0
69951,2011-05-06,Fatal,1.0
69952,2011-05-06,Non-Fatal,1.0
69953,2011-05-06,Non-Fatal,1.0
69954,2011-05-06,Non-Fatal,2.0
69955,2011-05-07,Fatal,1.0
69956,2011-05-07,Non-Fatal,1.0
69957,2011-05-07,Fatal,1.0
69958,2011-05-07,Non-Fatal,0.0
69959,2011-05-07,Non-Fatal,1.0
69960,2011-05-07,Non-Fatal,1.0
69961,2011-05-07,Non-Fatal,1.0
69962,2011-05-08,Non-Fatal,1.0
69963,2011-05-08,Non-Fatal,1.0
69964,2011-05-08,Non-Fatal,1.0
69965,2011-05-08,Non-Fatal,1.0
69966,2011-05-09,Fatal,1.0
69967,2011-05-09,Non-Fatal,2.0
69968,2011-05-09,Fatal,1.0
69969,2011-05-09,Non-Fatal,1.0
69970,2011-05-09,Fatal,1.0
69971,2011-05-10,Non-Fatal,1.0
69972,2011-05-10,Non-Fatal,1.0
69974,2011-05-10,Non-Fatal,1.0
69975,2011-05-10,Non-Fatal,1.0
69976,2011-05-11,Non-Fatal,1.0
69977,2011-05-11,Non-Fatal,2.0
69979,2011-05-11,Non-Fatal,1.0
69980,2011-05-11,Non-Fatal,1.0
69981,2011-05-12,Non-Fatal,1.0
69982,2011-05-12,Non-Fatal,2.0
69983,2011-05-12,Fatal,1.0
69984,2011-05-12,Non-Fatal,1.0
69985,2011-05-12,Non-Fatal,2.0
69986,2011-05-13,Non-Fatal,1.0
69987,2011-05-13,Fatal,1.0
69988,2011-05-13,Non-Fatal,1.0
69989,2011-05-13,Non-Fatal,1.0
69990,2011-05-13,Non-Fatal,1.0
69991,2011-05-13,Non-Fatal,1.0
69992,2011-05-14,Fatal,1.0
69993,2011-05-14,Non-Fatal,1.0
69995,2011-05-14,Fatal,1.0
69996,2011-05-14,Non-Fatal,1.0
69997,2011-05-15,Non-Fatal,1.0
69998,2011-05-16,Non-Fatal,2.0
69999,2011-05-16,Non-Fatal,1.0
70000,2011-05-16,Non-Fatal,1.0
70001,2011-05-16,Non-Fatal,2.0
70002,2011-05-16,Fatal,1.0
70003,2011-05-16,Non-Fatal,2.0
70004,2011-05-17,Fatal,1.0
70005,2011-05-17,Non-Fatal,2.0
70006,2011-05-17,Non-Fatal,1.0
70007,2011-05-17,Non-Fatal,1.0
70008,2011-05-17,Non-Fatal,1.0
70009,2011-05-17,Non-Fatal,1.0
70010,2011-05-17,Non-Fatal,1.0
70011,2011-05-18,Fatal,1.0
70012,2011-05-18,Non-Fatal,1.0
70014,2011-05-18,Fatal,1.0
70016,2011-05-18,Non-Fatal,1.0
70017,2011-05-18,Non-Fatal,2.0
70018,2011-05-19,Non-Fatal,4.0
70019,2011-05-19,Non-Fatal,1.0
70020,2011-05-19,Non-Fatal,1.0
70021,2011-05-20,Fatal,1.0
70022,2011-05-20,Non-Fatal,1.0
70023,2011-05-20,Non-Fatal,1.0
70024,2011-05-20,Non-Fatal,1.0
70025,2011-05-20,Non-Fatal,1.0
70026,2011-05-20,Non-Fatal,2.0
70027,2011-05-20,Non-Fatal,1.0
70028,2011-05-20,Non-Fatal,1.0
70029,2011-05-21,Non-Fatal,1.0
70030,2011-05-21,Non-Fatal,1.0
70031,2011-05-21,Non-Fatal,1.0
70032,2011-05-21,Non-Fatal,1.0
70034,2011-05-21,Non-Fatal,1.0
70035,2011-05-21,Non-Fatal,1.0
