,Accident Date,Injury.Severity,Number.of.Engines
70036,2011-05-21,Non-Fatal,1.0
70037,2011-05-21,Non-Fatal,2.0
70038,2011-05-21,Non-Fatal,2.0
70039,2011-05-21,Non-Fatal,2.0
70040,2011-05-22,Non-Fatal,1.0
70041,2011-05-22,Non-Fatal,0.0
70042,2011-05-22,Fatal,1.0
70043,2011-05-22,Non-Fatal,1.0
70044,2011-05-23,Non-Fatal,1.0
70046,2011-05-23,Non-Fatal,2.0
70048,2011-05-23,Non-Fatal,1.0
70049,2011-05-24,Non-Fatal,1.0
70051,2011-05-25,Non-Fatal,2.0
70052,2011-05-25,Non-Fatal,1.0
70053,2011-05-25,Fatal,2.0
70054,2011-05-25,Non-Fatal,1.0
70055,2011-05-25,Non-Fatal,1.0
70058,2011-05-26,Non-Fatal,1.0
70059,2011-05-26,Non-Fatal,1.0
70060,2011-05-26,Non-Fatal,2.0
70062,2011-05-26,Non-Fatal,1.0
70063,2011-05-27,Non-Fatal,1.0
70064,2011-05-27,Non-Fatal,2.0
70065,2011-05-27,Fatal,1.0
70066,2011-05-27,Non-Fatal,1.0
70067,2011-05-27,Fatal,1.0
70068,2011-05-27,Non-Fatal,1.0
70069,2011-05-27,Non-Fatal,1.0
70070,2011-05-27,Non-Fatal,1.0
70071,2011-05-27,Non-Fatal,1.0
70072,2011-05-27,Non-Fatal,2.0
70073,2011-05-27,Non-Fatal,1.0
70075,2011-05-28,Non-Fatal,1.0
70076,2011-05-28,Non-Fatal,1.0
70077,2011-05-28,Non-Fatal,1.0
70078,2011-05-28,Non-Fatal,1.0
70079,2011-05-29,Fatal,1.0
70080,2011-05-29,Non-Fatal,1.0
70081,2011-05-29,Fatal,1.0
70082,2011-05-29,Non-Fatal,1.0
70083,2011-05-29,Non-Fatal,1.0
70084,2011-05-29,Non-Fatal,1.0
70085,2011-05-30,Fatal,1.0
70086,2011-05-30,Non-Fatal,1.0
70087,2011-05-31,Non-Fatal,1.0
70088,2011-05-31,Non-Fatal,1.0
70089,2011-05-31,Non-Fatal,2.0
70090,2011-06-01,Fatal,1.0
70091,2011-06-01,Non-Fatal,1.0
70092,2011-06-01,Non-Fatal,0.0
70093,2011-06-01,Non-Fatal,2.0
70094,2011-06-02,Non-Fatal,1.0
70095,2011-06-02,Non-Fatal,1.0
70096,2011-06-02,Non-Fatal,2.0
70097,2011-06-03,Non-Fatal,1.0
70098,2011-06-03,Non-Fatal,2.0
70099,2011-06-03,Non-Fatal,1.0
70100,2011-06-03,Non-Fatal,1.0
70101,2011-06-03,Non-Fatal,1.0
70103,2011-06-03,Non-Fatal,1.0
70104,2011-06-04,Non-Fatal,1.0
70105,2011-06-04,Non-Fatal,1.0
70106,2011-06-04,Fatal,1.0
70107,2011-06-04,Non-Fatal,1.0
70108,2011-06-04,Non-Fatal,1.0
70109,2011-06-04,Non-Fatal,1.0
70110,2011-06-04,Non-Fatal,1.0
70111,2011-06-05,Fatal,1.0
70112,2011-06-05,Non-Fatal,1.0
70113,2011-06-05,Non-Fatal,1.0
70114,2011-06-05,Non-Fatal,1.0
70115,2011-06-06,Non-Fatal,1.0
70117,2011-06-06,Non-Fatal,2.0
70118,2011-06-06,Non-Fatal,1.0
70119,2011-06-07,Non-Fatal,1.0
70120,2011-06-07,Non-Fatal,2.0
70121,2011-06-08,Non-Fatal,1.0
70122,2011-06-08,Non-Fatal,1.0
70123,2011-06-08,Non-Fatal,1.0
70124,2011-06-08,Non-Fatal,1.0
70125,2011-06-09,Non-Fatal,1.0
70126,2011-06-09,Fatal,1.0
70127,2011-06-10,Fatal,1.0
70128,2011-06-10,Non-Fatal,1.0
70129,2011-06-10,Non-Fatal,1.0
70130,2011-06-10,Non-Fatal,2.0
70131,2011-06-10,Non-Fatal,1.0
70132,2011-06-10,Non-Fatal,1.0
70133,2011-06-10,Non-Fatal,1.0
70134,2011-06-10,Non-Fatal,1.0
70135,2011-06-11,Non-Fatal,1.0
70136,2011-06-11,Fatal,1.0
70137,2011-06-11,Fatal,1.0
70138,2011-06-11,Non-Fatal,1.0
70140,2011-06-12,Non-Fatal,1.0
70141,2011-06-12,Non-Fatal,1.0
70142,2011-06-12,Non-Fatal,1.0
70143,2011-06-12,Non-Fatal,1.0
70144,2011-06-12,Non-Fatal,1.0
70145,2011-06-12,Non-Fatal,1.0
70146,2011-06-12,Non-Fatal,4.0
70147,2011-06-12,Non-Fatal,1.0
70149,2011-06-12,Non-Fatal,2.0
70150,2011-06-13,Non-Fatal,4.0
70151,2011-06-13,Non-Fatal,1.0
70152,2011-06-13,Non-Fatal,1.0
70153,2011-06-14,Non-Fatal,1.0
70154,2011-06-14,Non-Fatal,1.0
70155,2011-06-14,Non-Fatal,1.0
70156,2011-06-14,Non-Fatal,1.0
70157,2011-06-14,Non-Fatal,1.0
70158,2011-06-14,Non-Fatal,2.0
70159,2011-06-14,Non-Fatal,1.0
70160,2011-06-14,Non-Fatal,1.0
70161,2011-06-15,Non-Fatal,2.0
70162,2011-06-15,Non-Fatal,1.0
70163,2011-06-15,Non-Fatal,1.0
70164,2011-06-15,Non-Fatal,1.0
70165,2011-06-15,Non-Fatal,2.0
70166,2011-06-15,Non-Fatal,1.0
70167,2011-06-16,Non-Fatal,1.0
70168,2011-06-16,Non-Fatal,0.0
70169,2011-06-16,Non-Fatal,1.0
70171,2011-06-16,Non-Fatal,1.0
70172,2011-06-17,Non-Fatal,1.0
70173,2011-06-17,Non-Fatal,0.0
70174,2011-06-17,Fatal,1.0
70175,2011-06-17,Non-Fatal,1.0
70176,2011-06-17,Non-Fatal,1.0
70178,2011-06-17,Non-Fatal,1.0
70179,2011-06-17,Non-Fatal,1.0
70180,2011-06-18,Fatal,1.0
70181,2011-06-18,Non-Fatal,1.0
70182,2011-06-18,Non-Fatal,1.0
70183,2011-06-18,Fatal,1.0
70184,2011-06-18,Non-Fatal,1.0
70185,2011-06-18,Non-Fatal,1.0
70186,2011-06-18,Non-Fatal,1.0
70187,2011-06-18,Non-Fatal,1.0
70188,2011-06-18,Non-Fatal,1.0
70189,2011-06-18,Non-Fatal,1.0
70190,2011-06-18,Non-Fatal,1.0
70191,2011-06-18,Non-Fatal,1.0
70192,2011-06-18,Non-Fatal,0.0
70193,2011-06-18,Non-Fatal,1.0
70194,2011-06-18,Non-Fatal,1.0
70195,2011-06-18,Non-Fatal,1.0
70196,2011-06-18,Non-Fatal,1.0
70197,2011-06-18,Fatal,1.0
70198,2011-06-19,Fatal,1.0
70199,2011-06-19,Non-Fatal,1.0
70200,2011-06-19,Fatal,1.0
70201,2011-06-19,Non-Fatal,1.0
70202,2011-06-19,Non-Fatal,1.0
70203,2011-06-19,Non-Fatal,1.0
70204,2011-06-19,Non-Fatal,1.0
70206,2011-06-19,Non-Fatal,1.0
70207,2011-06-20,Non-Fatal,1.0
70208,2011-06-20,Fatal,1.0
70209,2011-06-20,Non-Fatal,2.0
70210,2011-06-20,Non-Fatal,1.0
70211,2011-06-20,Non-Fatal,1.0
70213,2011-06-21,Non-Fatal,2.0
70214,2011-06-21,Non-Fatal,1.0
70215,2011-06-21,Non-Fatal,2.0
70216,2011-06-21,Fatal,1.0
70218,2011-06-21,Non-Fatal,1.0
70219,2011-06-21,Non-Fatal,1.0
70220,2011-06-21,Non-Fatal,1.0
70221,2011-06-21,Non-Fatal,2.0
70222,2011-06-22,Non-Fatal,1.0
70223,2011-06-22,Fatal,1.0
70224,2011-06-22,Non-Fatal,2.0
70225,2011-06-23,Non-Fatal,1.0
70226,2011-06-23,Non-Fatal,1.0
70227,2011-06-23,Non-Fatal,1.0
70228,2011-06-23,Fatal,1.0
70229,2011-06-23,Non-Fatal,1.0
70230,2011-06-23,Non-Fatal,1.0
70231,2011-06-23,Non-Fatal,1.0
70232,2011-06-23,Non-Fatal,1.0
70233,2011-06-23,Fatal,1.0
70234,2011-06-23,Fatal,1.0
70235,2011-06-23,Non-Fatal,1.0
70236,2011-06-24,Fatal,1.0
70237,2011-06-24,Non-Fatal,1.0
70238,2011-06-24,Non-Fatal,1.0
70239,2011-06-24,Non-Fatal,1.0
70240,2011-06-24,Non-Fatal,1.0
70241,2011-06-24,Non-Fatal,1.0
70243,2011-06-25,Non-Fatal,1.0
70244,2011-06-25,Non-Fatal,1.0
70245,2011-06-25,Non-Fatal,1.0
70246,2011-06-25,Non-Fatal,1.0
70247,2011-06-25,Non-Fatal,1.0
70248,2011-06-25,Non-Fatal,1.0
70249,2011-06-26,Non-Fatal,1.0
70250,2011-06-26,Fatal,1.0
70251,2011-06-26,Fatal,1.0
70252,2011-06-26,Non-Fatal,1.0
70253,2011-06-26,Non-Fatal,1.0
70254,2011-06-26,Non-Fatal,1.0
70255,2011-06-26,Non-Fatal,1.0
70256,2011-06-26,Non-Fatal,1.0
70257,2011-06-26,Non-Fatal,1.0
70258,2011-06-26,Non-Fatal,1.0
70259,2011-06-26,Fatal,1.0
70260,2011-06-27,Fatal,1.0
70261,2011-06-27,Fatal,1.0
70262,2011-06-27,Non-Fatal,1.0
70263,2011-06-27,Non-Fatal,1.0
70264,2011-06-27,Non-Fatal,1.0
70266,2011-06-27,Non-Fatal,1.0
70267,2011-06-27,Non-Fatal,1.0
70268,2011-06-28,Fatal,1.0
70269,2011-06-28,Non-Fatal,1.0
70270,2011-06-28,Non-Fatal,1.0
70271,2011-06-29,Non-Fatal,1.0
70272,2011-06-29,Fatal,1.0
70273,2011-06-29,Non-Fatal,1.0
70274,2011-06-29,Non-Fatal,1.0
70275,2011-06-29,Fatal,1.0
70276,2011-06-29,Non-Fatal,1.0
70277,2011-06-30,Non-Fatal,1.0
70278,2011-06-30,Fatal,1.0
70279,2011-06-30,Fatal,1.0
70280,2011-06-30,Non-Fatal,2.0
70281,2011-06-30,Non-Fatal,1.0
70282,2011-06-30,Non-Fatal,1.0
70283,2011-06-30,Fatal,1.0
70284,2011-06-30,Non-Fatal,1.0
70285,2011-06-30,Non-Fatal,1.0
70286,2011-06-30,Non-Fatal,1.0
70287,2011-06-30,Non-Fatal,1.0
70288,2011-07-01,Non-Fatal,0.0
70289,2011-07-01,Non-Fatal,1.0
70290,2011-07-01,Fatal,1.0
70291,2011-07-01,Non-Fatal,1.0
70292,2011-07-01,Non-Fatal,1.0
70293,2011-07-02,Non-Fatal,1.0
70294,2011-07-02,Fatal,1.0
70295,2011-07-02,Non-Fatal,1.0
70296,2011-07-02,Fatal,0.0
70297,2011-07-02,Non-Fatal,1.0
70298,2011-07-02,Non-Fatal,1.0
70299,2011-07-02,Non-Fatal,1.0
70300,2011-07-03,Non-Fatal,1.0
70301,2011-07-03,Fatal,1.0
70302,2011-07-03,Fatal,1.0
70303,2011-07-03,Fatal,1.0
70304,2011-07-03,Non-Fatal,1.0
70305,2011-07-03,Non-Fatal,1.0
70306,2011-07-03,Non-Fatal,1.0
70307,2011-07-03,Non-Fatal,1.0
70308,2011-07-03,Non-Fatal,1.0
70309,2011-07-04,Fatal,1.0
70310,2011-07-04,Non-Fatal,1.0
70311,2011-07-04,Non-Fatal,1.0
70312,2011-07-04,Non-Fatal,1.0
70313,2011-07-04,Non-Fatal,1.0
70314,2011-07-04,Non-Fatal,1.0
70315,2011-07-04,Non-Fatal,1.0
70316,2011-07-04,Fatal,1.0
70317,2011-07-04,Non-Fatal,1.0
70318,2011-07-04,Non-Fatal,1.0
70319,2011-07-04,Non-Fatal,1.0
70320,2011-07-05,Non-Fatal,1.0
70321,2011-07-05,Non-Fatal,1.0
70323,2011-07-05,Non-Fatal,1.0
70324,2011-07-05,Non-Fatal,1.0
70325,2011-07-05,Non-Fatal,1.0
70326,2011-07-05,Non-Fatal,1.0
70327,2011-07-05,Non-Fatal,1.0
70328,2011-07-05,Non-Fatal,1.0
70329,2011-07-05,Non-Fatal,0.0
70330,2011-07-05,Non-Fatal,1.0
70331,2011-07-05,Non-Fatal,1.0
70332,2011-07-06,Non-Fatal,1.0
70333,2011-07-06,Non-Fatal,1.0
70334,2011-07-06,Non-Fatal,1.0
70335,2011-07-06,Non-Fatal,1.0
70336,2011-07-06,Non-Fatal,1.0
70337,2011-07-06,Non-Fatal,1.0
70338,2011-07-06,Non-Fatal,1.0
70339,2011-07-07,Non-Fatal,1.0
70340,2011-07-07,Non-Fatal,1.0
70341,2011-07-07,Non-Fatal,1.0
70342,2011-07-07,Non-Fatal,1.0
70343,2011-07-07,Non-Fatal,2.0
70344,2011-07-08,Fatal,1.0
70345,2011-07-08,Fatal,1.0
70346,2011-07-08,Fatal,0.0
70347,2011-07-08,Non-Fatal,1.0
70348,2011-07-08,Fatal,1.0
70349,2011-07-08,Fatal,3.0
70351,2011-07-08,Fatal,1.0
70353,2011-07-09,Non-Fatal,1.0
70354,2011-07-09,Non-Fatal,1.0
70355,2011-07-09,Fatal,1.0
70356,2011-07-09,Non-Fatal,1.0
70357,2011-07-09,Non-Fatal,1.0
70358,2011-07-09,Fatal,1.0
70359,2011-07-09,Fatal,2.0
70360,2011-07-09,Non-Fatal,1.0
70361,2011-07-09,Non-Fatal,1.0
70362,2011-07-09,Fatal,1.0
70363,2011-07-09,Non-Fatal,1.0
70364,2011-07-09,Fatal,1.0
70365,2011-07-10,Non-Fatal,1.0
70366,2011-07-10,Non-Fatal,1.0
70367,2011-07-10,Non-Fatal,1.0
70368,2011-07-10,Non-Fatal,2.0
70369,2011-07-10,Non-Fatal,2.0
70370,2011-07-10,Non-Fatal,1.0
70371,2011-07-10,Non-Fatal,1.0
70372,2011-07-10,Non-Fatal,1.0
70374,2011-07-11,Non-Fatal,1.0
70375,2011-07-11,Non-Fatal,1.0
70377,2011-07-11,Non-Fatal,2.0
70378,2011-07-12,Fatal,1.0
70379,2011-07-12,Non-Fatal,2.0
70380,2011-07-12,Non-Fatal,1.0
70381,2011-07-13,Non-Fatal,1.0
70382,2011-07-13,Non-Fatal,1.0
70383,2011-07-13,Non-Fatal,1.0
70384,2011-07-14,Non-Fatal,1.0
70385,2011-07-14,Fatal,1.0
70386,2011-07-14,Non-Fatal,1.0
70387,2011-07-14,Non-Fatal,1.0
70388,2011-07-14,Non-Fatal,2.0
70390,2011-07-15,Fatal,0.0
70391,2011-07-15,Non-Fatal,1.0
70392,2011-07-15,Non-Fatal,1.0
70393,2011-07-15,Non-Fatal,1.0
70394,2011-07-15,Non-Fatal,1.0
70395,2011-07-16,Non-Fatal,1.0
70396,2011-07-16,Fatal,1.0
70398,2011-07-16,Non-Fatal,1.0
70399,2011-07-16,Non-Fatal,0.0
70400,2011-07-16,Non-Fatal,1.0
70401,2011-07-16,Non-Fatal,1.0
70402,2011-07-16,Non-Fatal,1.0
70403,2011-07-17,Fatal,1.0
70404,2011-07-17,Fatal,1.0
70405,2011-07-17,Non-Fatal,1.0
70406,2011-07-17,Non-Fatal,1.0
70407,2011-07-17,Non-Fatal,1.0
70408,2011-07-18,Fatal,1.0
70409,2011-07-18,Non-Fatal,1.0
70410,2011-07-18,Fatal,1.0
70411,2011-07-18,Fatal,1.0
70412,2011-07-18,Non-Fatal,1.0
70413,2011-07-18,Non-Fatal,1.0
70415,2011-07-19,Non-Fatal,1.0
70416,2011-07-19,Non-Fatal,1.0
70417,2011-07-19,Non-Fatal,2.0
70418,2011-07-19,Non-Fatal,1.0
70419,2011-07-19,Non-Fatal,1.0
70420,2011-07-19,Non-Fatal,1.0
70421,2011-07-19,Non-Fatal,1.0
70422,2011-07-19,Non-Fatal,0.0
70423,2011-07-20,Non-Fatal,1.0
70424,2011-07-20,Non-Fatal,1.0
70425,2011-07-20,Non-Fatal,1.0
70426,2011-07-20,Non-Fatal,1.0
70427,2011-07-20,Non-Fatal,1.0
70428,2011-07-20,Non-Fatal,1.0
70429,2011-07-20,Non-Fatal,1.0
70430,2011-07-20,Fatal,1.0
70431,2011-07-20,Non-Fatal,1.0
70432,2011-07-20,Non-Fatal,1.0
70433,2011-07-21,Non-Fatal,0.0
70434,2011-07-21,Fatal,1.0
70435,2011-07-21,Non-Fatal,1.0
70438,2011-07-22,Non-Fatal,1.0
70439,2011-07-22,Non-Fatal,1.0
70440,2011-07-22,Non-Fatal,1.0
70441,2011-07-22,Non-Fatal,1.0
70442,2011-07-22,Non-Fatal,1.0
70443,2011-07-22,Non-Fatal,0.0
70444,2011-07-22,Non-Fatal,1.0
70445,2011-07-22,Non-Fatal,1.0
70446,2011-07-23,Non-Fatal,1.0
70447,2011-07-23,Fatal,1.0
70448,2011-07-23,Fatal,1.0
70449,2011-07-23,Fatal,1.0
70450,2011-07-23,Non-Fatal,1.0
70451,2011-07-23,Non-Fatal,1.0
70452,2011-07-23,Non-Fatal,1.0
70453,2011-07-23,Non-Fatal,1.0
70454,2011-07-23,Non-Fatal,1.0
70455,2011-07-23,Non-Fatal,1.0
70456,2011-07-23,Non-Fatal,1.0
70457,2011-07-23,Non-Fatal,1.0
70458,2011-07-23,Non-Fatal,1.0
70459,2011-07-23,Non-Fatal,1.0
70460,2011-07-23,Non-Fatal,1.0
70462,2011-07-23,Non-Fatal,1.0
70464,2011-07-24,Non-Fatal,1.0
70465,2011-07-24,Non-Fatal,1.0
70466,2011-07-24,Fatal,1.0
70467,2011-07-24,Non-Fatal,1.0
70468,2011-07-24,Non-Fatal,1.0
70469,2011-07-24,Fatal,1.0
70470,2011-07-24,Fatal,1.0
70471,2011-07-24,Non-Fatal,1.0
70472,2011-07-24,Non-Fatal,1.0
70473,2011-07-24,Non-Fatal,1.0
70474,2011-07-24,Non-Fatal,1.0
70475,2011-07-25,Fatal,1.0
70476,2011-07-25,Fatal,1.0
70477,2011-07-25,Non-Fatal,1.0
70478,2011-07-25,Fatal,1.0
70479,2011-07-25,Non-Fatal,1.0
70480,2011-07-25,Non-Fatal,1.0
70481,2011-07-25,Fatal,1.0
70482,2011-07-25,Non-Fatal,1.0
70483,2011-07-25,Non-Fatal,1.0
70484,2011-07-25,Non-Fatal,1.0
70486,2011-07-26,Fatal,1.0
70487,2011-07-26,Fatal,1.0
70488,2011-07-26,Non-Fatal,1.0
70489,2011-07-26,Non-Fatal,1.0
70490,2011-07-26,Non-Fatal,1.0
70492,2011-07-27,Non-Fatal,1.0
70493,2011-07-27,Fatal,1.0
70494,2011-07-27,Fatal,4.0
70496,2011-07-27,Non-Fatal,1.0
70497,2011-07-27,Non-Fatal,1.0
70498,2011-07-27,Non-Fatal,1.0
70499,2011-07-27,Non-Fatal,1.0
70500,2011-07-28,Non-Fatal,1.0
70501,2011-07-28,Non-Fatal,1.0
70502,2011-07-28,Fatal,1.0
70503,2011-07-28,Non-Fatal,1.0
70504,2011-07-28,Non-Fatal,1.0
70505,2011-07-28,Non-Fatal,1.0
70506,2011-07-29,Fatal,1.0
70507,2011-07-29,Non-Fatal,1.0
70508,2011-07-29,Non-Fatal,2.0
70509,2011-07-29,Non-Fatal,1.0
70510,2011-07-29,Non-Fatal,4.0
70511,2011-07-29,Fatal,1.0
70512,2011-07-29,Non-Fatal,1.0
70514,2011-07-30,Non-Fatal,1.0
70515,2011-07-30,Non-Fatal,1.0
70516,2011-07-30,Fatal,1.0
70517,2011-07-30,Non-Fatal,2.0
70518,2011-07-30,Fatal,1.0
70519,2011-07-30,Fatal,1.0
70520,2011-07-30,Non-Fatal,1.0
70521,2011-07-30,Non-Fatal,1.0
70522,2011-07-30,Non-Fatal,1.0
70523,2011-07-30,Non-Fatal,1.0
70524,2011-07-30,Non-Fatal,2.0
70525,2011-07-30,Fatal,1.0
70526,2011-07-31,Fatal,1.0
70527,2011-07-31,Non-Fatal,1.0
70528,2011-07-31,Non-Fatal,1.0
70529,2011-07-31,Non-Fatal,1.0
70530,2011-07-31,Fatal,1.0
70531,2011-07-31,Non-Fatal,1.0
70533,2011-07-31,Non-Fatal,1.0
70534,2011-08-01,Fatal,1.0
70535,2011-08-01,Non-Fatal,1.0
70536,2011-08-01,Non-Fatal,1.0
70537,2011-08-01,Non-Fatal,1.0
70538,2011-08-01,Non-Fatal,1.0
70539,2011-08-01,Non-Fatal,1.0
70540,2011-08-01,Fatal,1.0
70541,2011-08-02,Fatal,1.0
70542,2011-08-02,Non-Fatal,1.0
70543,2011-08-02,Non-Fatal,1.0
70544,2011-08-02,Non-Fatal,1.0
70545,2011-08-02,Non-Fatal,1.0
70546,2011-08-02,Non-Fatal,1.0
70547,2011-08-03,Fatal,1.0
70548,2011-08-03,Non-Fatal,2.0
70549,2011-08-03,Non-Fatal,1.0
70550,2011-08-03,Non-Fatal,1.0
70552,2011-08-03,Non-Fatal,1.0
70553,2011-08-03,Non-Fatal,1.0
70554,2011-08-04,Fatal,1.0
70555,2011-08-04,Non-Fatal,1.0
70556,2011-08-04,Non-Fatal,1.0
70557,2011-08-04,Non-Fatal,1.0
70558,2011-08-05,Non-Fatal,1.0
70559,2011-08-05,Non-Fatal,1.0
70560,2011-08-05,Non-Fatal,1.0
70561,2011-08-05,Non-Fatal,1.0
70562,2011-08-05,Non-Fatal,1.0
70563,2011-08-05,Non-Fatal,1.0
70564,2011-08-05,Non-Fatal,1.0
70565,2011-08-06,Non-Fatal,1.0
70566,2011-08-06,Non-Fatal,1.0
70567,2011-08-06,Non-Fatal,1.0
70568,2011-08-06,Non-Fatal,1.0
70569,2011-08-06,Non-Fatal,2.0
70570,2011-08-06,Non-Fatal,1.0
70571,2011-08-06,Non-Fatal,1.0
70572,2011-08-07,Non-Fatal,1.0
70574,2011-08-07,Fatal,1.0
70575,2011-08-07,Non-Fatal,1.0
70576,2011-08-07,Non-Fatal,1.0
70577,2011-08-07,Non-Fatal,1.0
70578,2011-08-08,Fatal,2.0
70579,2011-08-08,Non-Fatal,2.0
70580,2011-08-08,Non-Fatal,1.0
70581,2011-08-08,Non-Fatal,1.0
70582,2011-08-08,Non-Fatal,1.0
70583,2011-08-08,Non-Fatal,1.0
70584,2011-08-09,Non-Fatal,1.0
70585,2011-08-09,Non-Fatal,1.0
70586,2011-08-09,Non-Fatal,1.0
70587,2011-08-10,Non-Fatal,1.0
70588,2011-08-10,Non-Fatal,1.0
70589,2011-08-10,Non-Fatal,1.0
70590,2011-08-10,Non-Fatal,1.0
70591,2011-08-11,Non-Fatal,1.0
70592,2011-08-11,Non-Fatal,1.0
70593,2011-08-11,Non-Fatal,1.0
70594,2011-08-11,Non-Fatal,1.0
70595,2011-08-12,Non-Fatal,1.0
70596,2011-08-12,Non-Fatal,1.0
70597,2011-08-12,Non-Fatal,1.0
70598,2011-08-13,Non-Fatal,1.0
70599,2011-08-13,Non-Fatal,1.0
70600,2011-08-13,Non-Fatal,1.0
70601,2011-08-13,Fatal,1.0
70602,2011-08-13,Non-Fatal,1.0
70603,2011-08-13,Fatal,1.0
70604,2011-08-13,Non-Fatal,1.0
70605,2011-08-13,Non-Fatal,1.0
70606,2011-08-13,Non-Fatal,1.0
70607,2011-08-13,Non-Fatal,1.0
70608,2011-08-13,Non-Fatal,1.0
70609,2011-08-13,Non-Fatal,1.0
70610,2011-08-14,Non-Fatal,1.0
70611,2011-08-14,Non-Fatal,1.0
70612,2011-08-14,Fatal,1.0
70613,2011-08-14,Non-Fatal,1.0
70614,2011-08-14,Non-Fatal,1.0
70615,2011-08-14,Fatal,1.0
70616,2011-08-14,Non-Fatal,1.0
70617,2011-08-14,Fatal,1.0
70618,2011-08-14,Non-Fatal,1.0
70619,2011-08-14,Non-Fatal,1.0
70620,2011-08-14,Non-Fatal,1.0
70621,2011-08-15,Fatal,1.0
70622,2011-08-15,Non-Fatal,1.0
70623,2011-08-15,Fatal,1.0
70624,2011-08-15,Non-Fatal,1.0
70626,2011-08-16,Non-Fatal,1.0
70627,2011-08-16,Non-Fatal,1.0
70628,2011-08-16,Non-Fatal,1.0
70629,2011-08-16,Fatal,1.0
70630,2011-08-16,Non-Fatal,1.0
70631,2011-08-16,Non-Fatal,1.0
70632,2011-08-16,Non-Fatal,1.0
70633,2011-08-17,Non-Fatal,2.0
70634,2011-08-17,Fatal,2.0
70635,2011-08-17,Non-Fatal,1.0
70636,2011-08-17,Non-Fatal,1.0
70637,2011-08-17,Non-Fatal,1.0
70638,2011-08-17,Fatal,1.0
70639,2011-08-17,Non-Fatal,1.0
70640,2011-08-17,Fatal,1.0
70641,2011-08-17,Non-Fatal,0.0
70642,2011-08-17,Non-Fatal,1.0
70643,2011-08-17,Non-Fatal,1.0
70644,2011-08-18,Non-Fatal,1.0
70645,2011-08-18,Fatal,0.0
70646,2011-08-18,Non-Fatal,1.0
70647,2011-08-18,Non-Fatal,1.0
70648,2011-08-18,Fatal,1.0
70649,2011-08-18,Non-Fatal,1.0
70650,2011-08-18,Non-Fatal,1.0
70651,2011-08-18,Fatal,2.0
70652,2011-08-18,Non-Fatal,1.0
70653,2011-08-18,Fatal,1.0
70654,2011-08-18,Non-Fatal,1.0
70656,2011-08-19,Non-Fatal,1.0
70657,2011-08-19,Non-Fatal,1.0
70658,2011-08-19,Non-Fatal,1.0
70661,2011-08-20,Fatal,1.0
70662,2011-08-20,Fatal,1.0
70663,2011-08-20,Fatal,1.0
70665,2011-08-20,Fatal,1.0
70666,2011-08-20,Non-Fatal,1.0
70667,2011-08-20,Non-Fatal,1.0
70668,2011-08-20,Fatal,2.0
70669,2011-08-20,Non-Fatal,0.0
70670,2011-08-20,Non-Fatal,1.0
70671,2011-08-20,Non-Fatal,1.0
70672,2011-08-20,Non-Fatal,1.0
70673,2011-08-21,Non-Fatal,1.0
70674,2011-08-21,Non-Fatal,1.0
70675,2011-08-21,Non-Fatal,2.0
70676,2011-08-21,Fatal,1.0
70677,2011-08-21,Non-Fatal,2.0
70678,2011-08-21,Non-Fatal,1.0
70679,2011-08-21,Fatal,1.0
70680,2011-08-21,Non-Fatal,1.0
70681,2011-08-21,Non-Fatal,1.0
70682,2011-08-21,Non-Fatal,1.0
70683,2011-08-21,Non-Fatal,1.0
70684,2011-08-21,Fatal,1.0
70685,2011-08-21,Fatal,1.0
70686,2011-08-22,Non-Fatal,2.0
70687,2011-08-22,Non-Fatal,1.0
70688,2011-08-22,Non-Fatal,1.0
70689,2011-08-23,Non-Fatal,1.0
70690,2011-08-23,Non-Fatal,1.0
70691,2011-08-23,Non-Fatal,1.0
70692,2011-08-24,Non-Fatal,1.0
70693,2011-08-24,Non-Fatal,1.0
70694,2011-08-25,Fatal,1.0
70695,2011-08-25,Non-Fatal,1.0
70696,2011-08-25,Non-Fatal,1.0
70697,2011-08-25,Non-Fatal,1.0
70698,2011-08-25,Non-Fatal,1.0
70699,2011-08-26,Non-Fatal,1.0
70700,2011-08-26,Fatal,1.0
70701,2011-08-26,Non-Fatal,1.0
70702,2011-08-26,Non-Fatal,1.0
70703,2011-08-26,Non-Fatal,1.0
70704,2011-08-26,Non-Fatal,2.0
70705,2011-08-26,Non-Fatal,2.0
70706,2011-08-27,Non-Fatal,1.0
70707,2011-08-27,Non-Fatal,1.0
70708,2011-08-27,Non-Fatal,1.0
70709,2011-08-28,Non-Fatal,0.0
70710,2011-08-28,Non-Fatal,1.0
70711,2011-08-28,Non-Fatal,1.0
70712,2011-08-28,Non-Fatal,1.0
70713,2011-08-28,Fatal,1.0
70714,2011-08-28,Non-Fatal,1.0
70716,2011-08-28,Fatal,1.0
70717,2011-08-28,Non-Fatal,1.0
70719,2011-08-28,Fatal,1.0
70720,2011-08-29,Non-Fatal,1.0
70721,2011-08-29,Non-Fatal,1.0
70722,2011-08-29,Fatal,1.0
70723,2011-08-29,Non-Fatal,1.0
70724,2011-08-29,Non-Fatal,1.0
70725,2011-08-29,Non-Fatal,1.0
70726,2011-08-29,Non-Fatal,2.0
70727,2011-08-29,Non-Fatal,1.0
70728,2011-08-29,Non-Fatal,1.0
70729,2011-08-30,Non-Fatal,1.0
70730,2011-08-30,Non-Fatal,1.0
70731,2011-08-30,Non-Fatal,1.0
